QuestionID,Question,Answer,Document
Q1250,where is bloemfontein in africa,"Bloemfontein (, ; Dutch for ""fountain of flowers"") is the capital city of the Free State Province of South Africa ; and, as the judicial capital of the nation, one of South Africa's three national capitals – the other two being Cape Town , the legislative capital, and Pretoria , the administrative capital.",Bloemfontein
Q1251,What is the prostate for?,"The prostate (from Greek προστάτης – prostates, literally ""one who stands before"", ""protector"", ""guardian"") is a compound tubuloalveolar exocrine gland of the male reproductive system in most mammals .",Prostate
Q1252,what is in the preamble of the constitution,The Preamble to the United States Constitution is a brief introductory statement of the Constitution's fundamental purposes and guiding principles.,Preamble to the United States Constitution
Q1253,when was the internet started,The history of the Internet began with the development of electronic computers in the 1950s.,History of the Internet
Q1254,where is rolling rock brewed,"The brand was sold to Anheuser-Busch of St. Louis, Missouri , in mid 2006, which transferred brewing operations to New Jersey.",Rolling Rock
Q1255,when was Pope Benedict XVI elected?,"Benedict was elected on 19 April 2005 in a papal conclave , celebrated his Papal Inauguration Mass on 24 April 2005, and took possession of his cathedral, the Archbasilica of St. John Lateran , on 7 May 2005.",Pope Benedict XVI
Q1256,Who was John Adam's children,"Adams was the father of John Quincy Adams , the sixth President of the United States.",John Adams
Q1257,who was on the 10 dollar bill,"The first U.S. Secretary of the Treasury (1789–95), Alexander Hamilton , is currently featured on the obverse of the bill, while the U.S. Treasury Building is featured on the reverse .",United States ten-dollar bill
Q1258,what is water jet propulsion,"Unlike a powerboat or motorboat that uses a propeller in the water below or behind the boat, a jetboat draws the water from under the boat into a pump inside the boat, then expels it through a nozzle at the stern .",Jetboat
Q1259,where is the sermon on the mount in the bible,"The Sermon on the Mount ( anglicized from the Matthean Vulgate Latin section title: Sermo in monte) is a collection of sayings and teachings of Jesus , which emphasizes his moral teaching found in the Gospel of Matthew (chapters 5 , 6 and 7 ).",Sermon on the Mount
Q1260,who is E from entourage,"Eric ""E.""",Eric Murphy
Q1261,what is article 5 about,Article Five of the United States Constitution describes the process whereby the Constitution may be altered.,Article Five of the United States Constitution
Q1262,what is the political tea party,"The Tea Party movement is an American political movement that advocates strict adherence to the United States Constitution , reducing U.S. government spending and taxes , and reduction of the U.S. national debt and federal budget deficit .",Tea Party movement
Q1263,what is puerto rico currency,"The peso and dollar have been followed by other contemporary issues, including commemorative banknotes, private currency, and a quarter coin designed with Fort San Felipe del Morro in the face.",Currencies of Puerto Rico
Q1264,What is the function of albumin?,"Albumin transports hormones, fatty acids, and other compounds, buffers pH, and maintains osmotic pressure , among other functions.",Human serum albumin
Q1265,who is ezekiel in the bible,"The Book of Ezekiel is the third of the Latter Prophets in the Hebrew Bible , following the books of Isaiah and Jeremiah and preceding the Book of the Twelve .",Book of Ezekiel
Q1266,where are the ten commandments in the bible,"The Ten Commandments appear twice in the Hebrew Bible , in the books of Exodus and Deuteronomy .",Ten Commandments
Q1267,what is endodontic dentistry,"Endodontics (from the Greek endo ""inside""; and odons ""tooth"") is one of the dental specialties recognized by the American Dental Association , Royal College of Dentists of Canada , and Royal Australasian College of Dental Surgeons , and deals with the tooth pulp and the tissues surrounding the root of a tooth .",Endodontics
Q1268,who is the junior senator of nc,"Janet Kay Ruthven Hagan (; born May 26, 1953) is the junior United States Senator from North Carolina , in office since January 2009.",Kay Hagan
Q1269,who is heisman trophy named after,"It was created in 1935 as the Downtown Athletic Club trophy and renamed in 1936 following the death of the Club's athletic director, John Heisman (former Brown University and University of Pennsylvania player; head football coach at Oberlin College , Auburn University , Clemson University , Rice University , and the University of Pennsylvania; and football, basketball, and baseball head coach and athletic director at Georgia Tech ).",Heisman Trophy
Q1270,what is sado masochism,Sadomasochism is the giving and/or receiving of pleasure—often sexual—from acts involving the infliction or reception of pain or humiliation .,Sadomasochism
Q1271,where are Giant Panda Bears found?,"The giant panda lives in a few mountain ranges in central China, mainly in Sichuan province, but also in the Shaanxi and Gansu provinces.",Giant Panda
Q1272,where is loxahatchee fl at,"Loxahatchee is a community located in Palm Beach County , Florida , United States .","Loxahatchee, Florida"
Q1273,where is loxahatchee fl at,"It is located in the areas north of Wellington and west and northwest of Royal Palm Beach, Florida and approximately west of West Palm Beach.","Loxahatchee, Florida"
Q1274,what is the format of the canadian citizenship test,"The test is available in both French and English , the official languages of Canada .",Canadian Citizenship Test
Q1275,what is chicken chow mein,"Chow mein (; Chinese : 炒麵, ""fried noodles"") is a Chinese term for a dish of stir-fried noodles , of which there are many varieties.",Chow mein
Q1276,What is up with Kent Hovind,"He is incarcerated at the Federal Correctional Institution at Berlin, New Hampshire.",Kent Hovind
Q1277,what is the oath of allegiance of the united states,"The United States Oath of Allegiance (officially referred to as the ""Oath of Allegiance,"" 8 C.F.R. Part 337 (2008)) is an oath that must be taken by all immigrants who wish to become United States citizens .",Oath of Allegiance (United States)
Q1278,what is that dot on the forehead of indian women\,"A bindi (, from Sanskrit bindu, meaning ""a drop, small particle, dot""), or a pottu/bottu (in Tamil, Telugu, and Malayalam) is a forehead decoration worn in South Asia (particularly India , Bangladesh , Nepal , Sri Lanka and Mauritius ) and Southeast Asia .",Bindi (decoration)
Q1279,where is good morning america studio,"Times Square Studios (TSS) is an American television studio located in the Times Square neighborhood of the Manhattan borough of New York City , New York .",Times Square Studios
Q1280,what is primary medicine,Primary care may be provided in community health centres.,Primary care
Q1281,what is primary medicine,Primary care is the health care given by a health care provider .,Primary care
Q1282,where is Desmanthus Illinoensis found,"Desmanthus illinoensis (commonly known as Illinois bundleflower, prairie-mimosa or prickleweed) is a plant in many areas of the south central US.",Desmanthus illinoensis
Q1283,when was the first super bowl,"For example, Super Bowl I was played on January 15, 1967, following the 1966 regular season , while Super Bowl XLVII was played on February 3, 2013, following the 2012 season .",Super Bowl
Q1284,what is the origin of fiona,"The name Fiona was invented, and first used, by the Scottish poet James Macpherson (1736–96), author of the Ossian poems, which he claimed were translations from ancient Gaelic sources (sources, when challenged, he never produced).",Fiona
Q1285,what is the official language of america?,The most commonly used language is English .,Languages of the United States
Q1286,what is auto quarter panel,"On an automobile, a quarter panel (or rear wing as it is known in British English ) is usually considered the body panel which goes between the rear door and the trunk and typically wraps around the wheel well; however, the similar front section Fender (vehicle) , between the door and the hood, is sometimes incorrectly referred to as a quarter panel.",Quarter panel
Q1287,"where is shropshire, uk","Shropshire ( or ; alternatively Salop; abbreviated, in print only, Shrops) is a county in the West Midlands region of England.",Shropshire
Q1288,when was pearl harbor bombed,"The attack on Pearl Harbor (called Hawaii Operation or Operation AI by the Japanese Imperial General Headquarters (Operation Z in planning) and the Battle of Pearl Harbor) was a surprise military strike conducted by the Imperial Japanese Navy against the United States naval base at Pearl Harbor , Hawaii, on the morning of December 7, 1941 (December 8 in Japan).",Attack on Pearl Harbor
Q1289,what is the la tour de france,"The Tour de France () is an annual multiple stage bicycle race primarily held in France , while also occasionally making passes through nearby countries.",Tour de France
Q1290,what is the social norm approach?,"The social norms approach, or social norms marketing, is an environmental strategy gaining ground in health campaigns.",Social Norms Approach
Q1291,what is associates arts degree,"An associate degree is an undergraduate academic degree awarded by community colleges , junior colleges , technical colleges, and bachelor's degree -granting colleges and universities upon completion of a course of study usually lasting two years.",Associate degree
Q1292,what is vat tax?,A value added tax (VAT) is a form of consumption tax .,Value added tax
Q1293,what is high sticking in hockey,-sticking is the name of two infractions in the sport of ice hockey that may occur when a player intentionally or inadvertently plays with his or her stick above the height of the shoulders or above the cross bar of a hockey goal.,High-Sticking
Q1294,what is an sd memory card reader,"A memory card reader is a device, typically having a USB interface, for accessing the data on a memory card such as a CompactFlash (CF), Secure Digital (SD) or MultiMediaCard (MMC).",Memory card reader
Q1295,"What was Captain Ahab's Ship in the novel ""Moby Dick""","The story tells the adventures of wandering sailor Ishmael , and his voyage on the whaleship Pequod , commanded by Captain Ahab.",Moby-Dick
Q1296,when was the trogan war,"The ancient Greeks thought that the Trojan War was a historical event that had taken place in the 13th or 12th century BC, and believed that Troy was located in modern-day Turkey near the Dardanelles .",Trojan War
Q1297,where is the palatine canal,"The greater palatine canal (or pterygopalatine canal) is a passage in the skull that transmits the greater palatine artery , vein, and nerve between the pterygopalatine fossa and the oral cavity .",Greater palatine canal
Q1298,what is the lowest temperature ever recorded in antarctica,Antarctica has the lowest naturally occurring temperature ever recorded on the ground on Earth: −89.2 °C (−128.6 °F) at Vostok Station .,Climate of Antarctica
Q1299,what is oregon institute of technology like,"Oregon Institute of Technology, also known as Oregon Tech or OIT, is one of seven Universities in the Oregon University System , and the only public institute of technology in the Pacific Northwest .",Oregon Institute of Technology
Q1300,When Is Passover Over,"In Judaism , a day commences at dusk and lasts until the following dusk, thus the first day of Passover only begins after dusk of the 14th of Nisan and ends at dusk of the 15th day of the month of Nisan.",Passover
Q1301,when is halley's comet next,Halley's Comet last appeared in the inner Solar System in 1986 and will next appear in mid-2061.,Halley's Comet
Q1302,what is soy made from,"The soybean (US) or soya bean (UK) (Glycine max) is a species of legume native to East Asia, widely grown for its edible bean which has numerous uses.",Soybean
Q1303,what is linkedin used for,LinkedIn () is a social networking website for people in professional occupations.,LinkedIn
Q1304,"WHERE IS ROUGH AND READY, CA","Rough and Ready is a census-designated place in Nevada County, California , United States .","Rough and Ready, California"
Q1305,"WHERE IS ROUGH AND READY, CA","It is located west of Grass Valley, California , approximately 62 miles (100 km) from Sacramento .","Rough and Ready, California"
Q1306,where is rashard lewis from???,"Rashard Quovon Lewis (born August 8, 1979 in Pineville, Louisiana ) is an American professional basketball player who currently plays for the Miami Heat of the NBA .",Rashard Lewis
Q1307,what is doxycycline hyclate used for,"Doxycycline is a member of the tetracycline antibiotics group, and is commonly used to treat a variety of infections .",Doxycycline
Q1308,what is sodium hypochlorite solution,Sodium hypochlorite is a chemical compound with the formula NaClO.,Sodium hypochlorite
Q1309,what is sodium hypochlorite solution,"Sodium hypochlorite solution, commonly known as bleach or liquid bleach, is frequently used as a disinfectant or a bleaching agent.",Sodium hypochlorite
Q1310,what is captcha code,A CAPTCHA () is a type of challenge-response test used in computing as an attempt to ensure that the response is generated by a human being .,CAPTCHA
Q1311,when was jacques cousteau born,"Jacques-Yves Cousteau (; commonly known in English as Jacques Cousteau; 11 June 1910 – 25 June 1997) was a French naval officer, explorer , conservationist , filmmaker, innovator, scientist, photographer, author and researcher who studied the sea and all forms of life in water.",Jacques Cousteau
Q1312,where was the fugitive slave law made,"The Fugitive Slave Law or Fugitive Slave Act was passed by the United States Congress on September 18, 1850, as part of the Compromise of 1850 between Southern slave-holding interests and Northern Free-Soilers .",Fugitive Slave Act of 1850
Q1313,who is in the group trinity 5 7,"Trin-i-tee 5:7 is a gospel duo from New Orleans, Louisiana in the United States .",Trin-i-tee 5:7
Q1314,what is eic earned income credit,"The United States federal earned income tax credit or earned income credit (EITC or EIC) is a refundable tax credit for low- and medium-income individuals and couples, primarily for those who have qualifying children.",Earned Income Tax Credit
Q1315,when is international men's day,International Men's Day (IMD) is an annual international event celebrated on 19th November.,International Men's Day
Q1316,where is valley village ca,"Village is a district in the San Fernando Valley region of Los Angeles, California .","Valley Village, Los Angeles"
Q1317,What is sign of cancer,"Cancer (♋) is an astrological sign , which is associated with the constellation Cancer .",Cancer (astrology)
Q1318,when was the patriot act enacted,"The USA PATRIOT Act of 2001 is an Act of the U.S. Congress that was signed into law by President George W. Bush on October 26, 2001.",Patriot Act
Q1319,when was the tacoma bridge collapse?,"The bridge became known for its pitching deck, and collapsed into Puget Sound the morning of November 7, 1940, under high wind conditions.",Tacoma Narrows Bridge
Q1320,what is brown flax,It is a food and fibre crop that is grown in cooler regions of the world.,Flax
Q1321,what is a gsm cell phone,"GSM (Global System for Mobile Communications, originally '), is a standard set developed by the European Telecommunications Standards Institute (ETSI) to describe protocols for second generation ( 2G ) digital cellular networks used by mobile phones .",GSM
Q1322,what was the cash and carry lend lease,The Lend Lease act was an act where the United States had supported its allies.,Lend-Lease
Q1323,what was the cash and carry lend lease,"Lend-Lease () was the law that started a program under which the United States of America supplied the United Kingdom , the USSR , Republic of China , Free France , and other Allied nations with materiel between 1941 and 1945.",Lend-Lease
Q1324,what is el morro in puerto rico,"Castillo San Felipe del Morro also known as Fort San Felipe del Morro or Morro Castle, is a 16th-century citadel located in San Juan, Puerto Rico .",Castillo San Felipe del Morro
Q1325,where are poison dart frog seen,"Poison dart frog (also dart-poison frog, poison frog or formerly poison arrow frog) is the common name of a group of frogs in the family Dendrobatidae which are native to Central and South America .",Poison dart frog
Q1326,where were the Winter Olympics in 2006,"The 2006 Winter Olympics, officially known as the XX Olympic Winter Games, was a winter multi-sport event which was celebrated in Turin , Italy from February 10, 2006, through February 26, 2006.",2006 Winter Olympics
Q1327,when was the lady gaga judas song released,"""Judas"" is a song by American recording artist Lady Gaga , from her second studio album Born This Way (2011).",Judas (song)
Q1328,when was the lady gaga judas song released,"It was released by Interscope Records on April 15, 2011, four days ahead of its scheduled release.",Judas (song)
Q1329,what is mpeg4  avc or sp/asp,"H.264/MPEG-4 Part 10 or AVC (Advanced Video Coding) is a standard for video compression , and is currently one of the most commonly used formats for the recording, compression, and distribution of high definition video .",H.264/MPEG-4 AVC
Q1330,WHAT IS NON BINDING?,"Non-binding arbitration is a type of arbitration in which the arbitrator makes a determination of the rights of the parties to the dispute, but this determination is not binding upon them, and no enforceable arbitration award is issued.",Non-binding arbitration
Q1331,who was mr big on sex and the city,"John James ""Mr. Big"" Preston is a recurring fictional character in the HBO series Sex and the City , portrayed by Chris Noth .",Mr. Big (Sex and the City)
Q1332,what is the actresses name that played in walk that line?,"The film was nominated for five Academy Awards including Best Actor (Joaquin Phoenix), Best Actress (Reese Witherspoon, which she won), and Best Costume Design ( Arianne Phillips ).",Walk the Line
Q1333,what is the definition of a map,"A map is a visual representation of an areaa symbolic depiction highlighting relationships between elements of that space such as objects , regions , and themes .",Map
Q1334,where is university of nelson mandela metropolitan located,Nelson Mandela Metropolitan University (NMMU) is a South African tertiary education institution with its main administration in the coastal city of Port Elizabeth .,Nelson Mandela Metropolitan University
Q1335,when was How the west was won filmed?,How the West Was Won is a 1962 American epic - Western film.,How the West Was Won (film)
Q1336,who is on blink 182 album cover,The cover artwork for Enema of the State features porn star Janine Lindemulder famously clad in a nurse uniform.,Enema of the State
Q1337,What is the name of the late Major League  old professor,"Charles Dillon ""Casey"" Stengel (; July 30, 1890 – September 29, 1975), nicknamed ""The Old Perfessor"", was an American Major League Baseball outfielder and manager .",Casey Stengel
Q1338,when was the constitution written,"George Washington at Constitutional Convention of 1787, signing of U.S. Constitution.",Constitution
Q1339,what is the use of a sales invoice?,"An invoice or bill is a commercial document issued by a seller to a buyer , indicating the products , quantities, and agreed prices for products or services the seller has provided the buyer.",Invoice
Q1340,what was the actress who played the pink power ranger,"She was played by actress Amy Jo Johnson during the first three seasons of the show, plus on the two feature films of the franchise.",Kimberly Hart
Q1341,what is squash the sport,"Squash is a racquet sport played by two (singles) or four players (doubles) in a four-walled court with a small, hollow rubber ball.",Squash (sport)
Q1342,where is the world cup in 2010,It took place in South Africa from 11 June to 11 July 2010.,2010 FIFA World Cup
Q1343,when was the great fire in chicago,"The Great Chicago Fire was a conflagration that burned from Sunday, October 8, to early Tuesday, October 10, 1871, killing hundreds and destroying about in Chicago , Illinois .",Great Chicago Fire
Q1344,what is hosting a website,"Web hosts are companies that provide space on a server owned or leased for use by clients, as well as providing Internet connectivity, typically in a data center .",Web hosting service
Q1345,when was the first nfl madden game released,"Due to Madden's insistence that the game be as realistic as possible, the first version of John Madden Football was not released until 1988.",Madden NFL
Q1346,what is pci Interface,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .",Conventional PCI
Q1347,what is jagger bombs,The Jägerbomb () is a bomb shot cocktail that was originally mixed by dropping a shot of Jägermeister into a glass of beer and in recent years evolved by the Bagheri brothers (UK) with Red Bull or other energy drinks.,JÃ¤gerbomb
Q1348,what is the name of mountains along california,"The other three coastal California mountain ranges are the Transverse Ranges , Peninsular Ranges and the Klamath Mountains .",California Coast Ranges
Q1349,who is the author of tree grows in brooklyn,A Tree Grows in Brooklyn is a 1943 novel written by Betty Smith .,A Tree Grows in Brooklyn (novel)
Q1350,where is al jazeera based,"Al Jazeera ( ' , literally ""The Island"", abbreviating "" The [Arabian] Peninsula ""), also known as Aljazeera and JSC (Jazeera Satellite Channel), is a broadcaster owned by the privately held Al Jazeera Media Network and headquartered in Doha , Qatar .",Al Jazeera
Q1351,what is the purpose of child support?,"In family law and public policy, child support (or child maintenance) is an ongoing, periodic payment made by a parent for the financial benefit of a child following the end of a marriage or other relationship.",Child support
Q1352,where was martin luther king shot?,"King was assassinated on April 4, 1968, in Memphis, Tennessee .","Martin Luther King, Jr."
Q1353,who is the mayor of chicago 2011,Rahm Emanuel won the race for mayor with more than 55% of the vote.,"Chicago mayoral election, 2011"
Q1354,when is the wv state fair,"It is held annually in mid-August on the State Fairgrounds in Fairlea , near Lewisburg, West Virginia in the southeastern part of the state.",State Fair of West Virginia
Q1355,when was the state of utah established,"It became the 45th state admitted to the Union on January 4, 1896.",Utah
Q1356,what is the location of coldwater ms,"Coldwater is a small town in Tate County , Mississippi .","Coldwater, Mississippi"
Q1357,what is the location of coldwater ms,It is in the Memphis Metropolitan Area .,"Coldwater, Mississippi"
Q1358,what is the function of the hard palate,Also on the anterior portion of the roof of the hard palate is the Rugae which are the irregular ridges in the mucous membrane that help facilitate the movement of food backwards towards the pharynx.,Hard palate
Q1359,where is Chayanne from?,"Elmer Figueroa Arce (born June 28, 1968), best known under the stage name Chayanne, is a Puerto Rican Latin pop singer and actor.",Chayanne
Q1360,when is world war hulk movie come,"""World War Hulk"" is a comic book crossover storyline that ran through a self titled limited series and various other titles published by Marvel Comics in 2007, featuring the Hulk .",World War Hulk
Q1361,WHERE WAS JOHN WAYNE BORN,"Wayne was born in Winterset, Iowa but his family relocated to the greater Los Angeles area when he was four years old.",John Wayne
Q1362,what is the difference between alpha lipoic acid and lipoic acid,"Lipoic acid (LA), also known as α-lipoic acid and alpha lipoic acid (ALA) is an organosulfur compound derived from octanoic acid .",Lipoic acid
Q1363,what is the organic layer in an amoled screen,This layer of organic semiconductor is situated between two electrodes.,OLED
Q1364,what is eggnog made of,"Eggnog, or egg nog, is a sweetened dairy -based beverage traditionally made with milk and/or cream , sugar , and whipped eggs (which gives it a frothy texture).",Eggnog
Q1365,what is gravy made of,"Gravy is a sauce , made often from the juices that run naturally from meat or vegetables during cooking.",Gravy
Q1366,what is gravy made of,The gravy may be further colored and flavored with gravy salt (a simple mix of salt and caramel food colouring) or gravy browning (gravy salt dissolved in water) or ready-made cubes and powders can be used as a substitute for natural meat or vegetable extracts.,Gravy
Q1367,what is bourbon made of,Bourbon whiskey is a type of American whiskey – a barrel-aged distilled spirit made primarily from corn .,Bourbon whiskey
Q1368,what is cta used for,Computed tomography angiography (CTA) is a computed tomography technique used to visualize arterial and venous vessels throughout the body.,Computed tomography angiography
Q1369,what is vitamin b12 used for,"Vitamin B12, vitamin B12 or vitamin B-12, also called cobalamin, is a water-soluble vitamin with a key role in the normal functioning of the brain and nervous system , and for the formation of blood .",Vitamin B12
Q1370,what is vitamin b12 used for,"It is normally involved in the metabolism of every cell of the human body, especially affecting DNA synthesis and regulation, but also fatty acid synthesis and energy production.",Vitamin B12
Q1371,What is the the North American Free Trade Agreement?,"The North American Free Trade Agreement (NAFTA) is an agreement signed by Canada , Mexico , and the United States , creating a trilateral trade bloc in North America .",North American Free Trade Agreement
Q1372,what is tmz stand for,"The name TMZ stands for the historic "" studio zone "" or 30-mile zone radius from the intersection of West Beverly Boulevard and North La Cienega Boulevard in Los Angeles.",TMZ (website)
Q1373,what is impingement of the shoulder,"Shoulder impingement syndrome, also called painful arc syndrome, supraspinatus syndrome, swimmer's shoulder, and thrower's shoulder, is a clinical syndrome which occurs when the tendons of the rotator cuff muscles become irritated and inflamed as they pass through the subacromial space, the passage beneath the acromion .",Impingement syndrome
Q1374,where is La Palma africa,La Palma () is the most north-westerly of the Canary Islands .,La Palma
Q1375,where was hillary clinton born,"A native of Illinois , Hillary Rodham first attracted national attention in 1969 for her remarks as the first student commencement speaker at Wellesley College .",Hillary Rodham Clinton
Q1376,who was the first one to invent medicine,The ancient Egyptians had a system of medicine that was very advanced for its time and influenced later medical traditions.,History of medicine
Q1377,When was 27th amendment proposed,It was submitted to the states for ratification in 1789 and was adopted in 1992.,Twenty-seventh Amendment to the United States Constitution
Q1378,what is singapore's currency,The Singapore dollar or dollar ( sign : $; code : SGD) is the official currency of Singapore .,Singapore dollar
Q1379,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice .",Daniel Daly
Q1380,where was paul revere born,"Paul Revere (December 21, 1734May 10, 1818) was an American silversmith , early industrialist, and a patriot in the American Revolution .",Paul Revere
Q1381,what is the plot of the shawshank redemption?,"Adapted from the Stephen King novella Rita Hayworth and Shawshank Redemption , the film tells the story of Andy Dufresne, a banker who spends nearly two decades in Shawshank State Prison for the murder of his wife and her lover despite his claims of innocence.",The Shawshank Redemption
Q1382,what is an information technology manager,IT management is the discipline whereby all of the technology resources of a firm are managed in accordance with its needs and priorities.,Information technology management
Q1383,what is the scientific name of a cardinal bird,The Northern Cardinal (Cardinalis cardinalis) is a North American bird in the genus Cardinalis ; it is also known colloquially as the redbird or common cardinal.,Northern Cardinal
Q1384,where are kenworth trucks built,"Kenworth is an American manufacturer of medium and heavy-duty Class 8 trucks based in Kirkland, Washington , United States , a suburb of Seattle, Washington.",Kenworth
Q1385,what is the type of democracy in which all citizens have the right to make  government decisions,Democracy is a form of government in which all eligible citizens have an equal say in the decisions that affect their lives.,Democracy
Q1386,when is the feast of St. Rita,"The Roman Catholic Church , under the pontificate of Pope Leo XIII officially canonized Rita on May 24, 1900, while her feast day is celebrated every May 22.",Rita of Cascia
Q1387,where is j.cole from,"Jermaine Lamarr Cole (born January 28, 1985), better known by his stage name J. Cole, is an American hip-hop recording artist and record producer from Fayetteville, North Carolina .",J. Cole
Q1388,what is ratchet from ratchet and clank,"The games take place in a science fiction setting and follow the adventures of Ratchet (an animalistic human-like character known as a Lombax , who is a mechanic) and Clank (a diminutive, sentient robot) as they travel through the universe, saving it from evil forces on a regular basis.",Ratchet & Clank
Q1389,where was the first real roller coaster,"The Scenic Railway at Luna Park, Melbourne , is the world's oldest continually-operating roller coaster, built in 1912.",roller coaster
Q1390,what is in a will,"A will or testament is a legal declaration by which a person, the testator , names one or more persons to manage his/her estate and provides for the transfer of his property at death.",Will and testament
Q1391,what is the gdp for greenland 2010?,"GDP per capita is similar to the average European economies but the economy is critically dependent upon substantial support from the Danish government, which supplies about half the revenues of the home rule government who in turn employ about 8,000 Greenlanders out of a labor force of 40,156 (Jan. 2012).",Economy of Greenland
Q1392,What is hydrogen in,Most of the hydrogen on Earth is in molecules such as water and organic compounds because hydrogen readily forms covalent compounds with most non-metallic elements.,Hydrogen
Q1393,where is UWA on world list of universities,"One of Australia's best and most prestigious universities, UWA is highly ranked internationally in various publications; the 2011 QS World University Rankings placed UWA at 73rd internationally.",University of Western Australia
Q1394,what is bracketing in photography,"In photography , bracketing is the general technique of taking several shots of the same subject using different camera settings.",Bracketing
Q1395,What is the disk defragmenter tool,"In the maintenance of file systems , defragmentation is a process that reduces the amount of fragmentation .",Defragmentation
Q1396,what is level of agreement mean,"In practice, the term SLA is sometimes used to refer to the contracted delivery time (of the service or performance).",Service-level agreement
Q1397,when was purple haze by jimi hendrix made?,"""Purple Haze"" is a song written and recorded by Jimi Hendrix in 1967, released as the second single by The Jimi Hendrix Experience in both the United Kingdom and the United States .",Purple haze
Q1398,where was martin luther born,"Martin Luther (; 10 November 1483 – 18 February 1546) was a German monk , former Catholic priest , professor of theology and seminal figure of a reform movement in sixteenth century Christianity , subsequently known as the Protestant Reformation .",Martin Luther
Q1399,who is the actor that plays harry potter,"Daniel Radcliffe , who portrays Harry Potter , has been the icon of the film series since the release of the first film in 2001.",List of Harry Potter cast members
Q1400,"what is the concept of ""wellness"" ?","Wellness is generally used to mean a healthy balance of the mind, body and spirit that results in an overall feeling of well-being .",Wellness (alternative medicine)
Q1401,what is the mortality rate of sepsis,The mortality rate from septic shock is approximately 25–50%.,Septic shock
Q1402,where is kos from?,"Kevin Brereton (born February 20, 1972), better known by his stage name k-os (; ""chaos""), is a Canadian rapper , singer , songwriter and record producer .",K-os
Q1403,what is the defensive line in football called,"Within those platoons, various specific positions exist depending on what the player's main job is.",American football positions
Q1404,what is the measurements of saturn's moons,"Saturn has 62 moons with confirmed orbits, 53 of which have names and only 13 of which have diameters larger than 50 kilometers.",Moons of Saturn
Q1405,what is the @ sign called?,"The at sign @ is also commonly called the at symbol, ampersat, apetail or commercial at in English—and less commonly a wide range of other terms.",At sign
Q1406,who is the book the catcher in the rye by?,The Catcher in the Rye is a 1951 novel by J. D. Salinger .,The Catcher in the Rye
Q1407,who are the girls from the bad girls club?,"The show centers on seven feisty and mischievous women with different backgrounds and personalities, who have a number of psychological and behavioral problems.",Bad Girls Club
Q1408,what is prince williams last name,"Prince William, Duke of Cambridge (William Arthur Philip Louis; born 21 June 1982), is the elder son of Charles, Prince of Wales , and Diana, Princess of Wales , and third-eldest grandchild of Queen Elizabeth II and Prince Philip, Duke of Edinburgh .","Prince William, Duke of Cambridge"
Q1409,what is IBRIX,"IBRIX Fusion is a scalable parallel file system combined with integrated logical volume manager , availability features and a management interface.",IBRIX Fusion
Q1410,what is bilirubin total,Bilirubin (formerly referred to as hematoidin) is the yellow breakdown product of normal heme catabolism .,Bilirubin
Q1411,what was bernie madoff selling,"Bernard Lawrence ""Bernie"" Madoff (; born April 29, 1938) is an American former stockbroker , investment advisor , financier , and white collar criminal .",Bernard Madoff
Q1412,what is quasi judicial agency,"A quasi-judicial body is an entity such as an arbitrator or tribunal board, generally of a public administrative agency, which has powers and procedures resembling those of a court of law or judge , and which is obligated to objectively determine facts and draw conclusions from them so as to provide the basis of an official action.",Quasi-judicial body
Q1413,who is inventor of the radio,The first systematic and unequivocal transmission of EM waves was performed by Heinrich Rudolf Hertz and described in papers published in 1887 and 1890.,Invention of radio
Q1414,who is the founder of twitter,"Twitter was created in March 2006 by Jack Dorsey and by July, the social networking site was launched.",Twitter
Q1415,what is scurvy disease,"Scurvy is a disease resulting from a deficiency of vitamin C , which is required for the synthesis of collagen in humans.",Scurvy
Q1416,what is google openid,"OpenID is an open standard that allows users to be authenticated by certain co-operating sites (known as Relying Parties or RP) using a third party service, eliminating the need for webmasters to provide their own ad hoc systems and allowing users to consolidate their digital identities .",OpenID
Q1417,who is bj's wholesale club,"BJ's Wholesale Club, Inc., commonly referred to simply as BJ's, is a membership-only warehouse club chain operating on the United States East Coast , as well as in the state of Ohio .",BJ's Wholesale Club
Q1418,what is atherosclerotic heart disease,Atherosclerosis (also known as arteriosclerotic vascular disease or ASVD) is a condition in which an artery wall thickens as a result of the accumulation of fatty materials such as cholesterol and triglyceride .,Atherosclerosis
Q1419,what is atherosclerotic heart disease,"It is a syndrome affecting arterial blood vessels , a chronic inflammatory response in the walls of arteries, caused largely by the accumulation of macrophage white blood cells and promoted by low-density lipoproteins (LDL, plasma proteins that carry cholesterol and triglycerides ) without adequate removal of fats and cholesterol from the macrophages by functional high-density lipoproteins (HDL) (see apoA-1 Milano ).",Atherosclerosis
Q1420,what is atherosclerotic heart disease,It is commonly referred to as a hardening or furring of the arteries.,Atherosclerosis
Q1421,what is atherosclerotic heart disease,It is caused by the formation of multiple plaques within the arteries.,Atherosclerosis
